cid,pid,latent_prob_delta_ratio,latent_prob_neg,latent_prob_pos,latent_prob_delta
938,AAB59829,0.9809831410641499,0.7112037428880976,0.6978062705556675,0.01339747233243016
1986,AAB59829,0.9809831410641499,0.7112037428880976,0.6978062705556675,0.01339747233243016
37542,AAB59829,0.9809831410641499,0.7112037428880976,0.6978062705556675,0.01339747233243016
445580,AAB59829,0.9809831410641499,0.7112037428880976,0.6978062705556675,0.01339747233243016
4100,AAB59829,0.9809831410641499,0.7112037428880976,0.6978062705556675,0.01339747233243016
4173,AAB59829,0.9809831410641499,0.7112037428880976,0.6978062705556675,0.01339747233243016
3715,AAB59829,0.9809831410641499,0.7112037428880976,0.6978062705556675,0.01339747233243016
60606,AAB59829,0.9809831410641499,0.7112037428880976,0.6978062705556675,0.01339747233243016
4477,AAB59829,0.9809831410641499,0.7112037428880976,0.6978062705556675,0.01339747233243016
12560,AAB59829,0.9809831410641499,0.7112037428880976,0.6978062705556675,0.01339747233243016
2471,AAB59829,0.9809831410641499,0.7112037428880976,0.6978062705556675,0.01339747233243016
2756,AAB59829,0.9809831410641499,0.7112037428880976,0.6978062705556675,0.01339747233243016
3440,AAB59829,0.9809831410641499,0.7112037428880976,0.6978062705556675,0.01339747233243016
9444,AAB59829,0.9809831410641499,0.7112037428880976,0.6978062705556675,0.01339747233243016
3728,AAB59829,0.9809831410641499,0.7112037428880976,0.6978062705556675,0.01339747233243016
2519,AAB59829,0.9809831410641499,0.7112037428880976,0.6978062705556675,0.01339747233243016
2170,AAB59829,0.9809831410641499,0.7112037428880976,0.6978062705556675,0.01339747233243016
1775,AAB59829,0.9809831410641499,0.7112037428880976,0.6978062705556675,0.01339747233243016
2761171,AAB59829,0.9809831410641499,0.7112037428880976,0.6978062705556675,0.01339747233243016
2478,AAB59829,0.9809831410641499,0.7112037428880976,0.6978062705556675,0.01339747233243016
5054,AAB59829,0.9809831410641499,0.7112037428880976,0.6978062705556675,0.01339747233243016
5280489,AAB59829,0.9809831410641499,0.7112037428880976,0.6978062705556675,0.01339747233243016
5280360,AAB59829,0.9809831410641499,0.7112037428880976,0.6978062705556675,0.01339747233243016
3182,AAB59829,0.9809831410641499,0.7112037428880976,0.6978062705556675,0.01339747233243016
204,AAB59829,0.9809831410641499,0.7112037428880976,0.6978062705556675,0.01339747233243016
667490,AAB59829,0.9809831410641499,0.7112037428880976,0.6978062705556675,0.01339747233243016
3278,AAB59829,0.9809831410641499,0.7112037428880976,0.6978062705556675,0.01339747233243016
4055,AAB59829,0.9809831410641499,0.7112037428880976,0.6978062705556675,0.01339747233243016
