run_id,run_threshold,used_dim_red_weights,used_training_weights,cid,pid,activity,sample_activity_score,validation_weight,cid_only_predict_proba,pid_only_predict_proba,combined_predict_proba
2,0.08,True,False,644241,P08183,1,0.4393433652530781,0.9430086149768059,0.15991026163101196,0.8164907693862915,0.6102960109710693
2,0.08,True,False,644241,P08684,1,0.34467502983380394,0.44532803180914515,0.15991026163101196,0.9094113707542419,0.6574478149414062
2,0.08,True,False,644241,Q9Y6L6,1,0.5665484167652082,0.32493925336867685,0.15991026163101196,0.7017164826393127,0.4622533619403839
2,0.08,True,False,644241,P00519,1,0.3883440739702997,0.920035343494588,0.15991026163101196,0.12096191197633743,0.07167220115661621
2,0.08,True,False,5279,Q9NRP7,1,0.08274078862314149,0.990943229511818,0.05259484052658081,0.18801501393318176,0.07318361103534698
2,0.08,True,False,2995,P08183,1,0.6318052738336712,0.9750386569472057,0.5251181721687317,0.8164907693862915,0.9463710188865662
2,0.08,True,False,2995,Q63380,1,0.5720853858784893,0.276121051468964,0.5251181721687317,0.12886914610862732,0.5558885335922241
2,0.08,True,False,2995,O75751,1,0.7339901477832513,0.375524629997791,0.5251181721687317,0.7297539710998535,0.8272134065628052
2,0.08,True,False,2995,P28335,1,0.8668805132317563,0.39275458360945437,0.5251181721687317,0.4014587700366974,0.7909543514251709
2,0.08,True,False,2995,Q9H015,1,0.4482758620689655,0.29180472719240114,0.5251181721687317,0.9164195656776428,0.879182755947113
2,0.08,True,False,4633,P35498,1,0.2296227293898463,0.2569030262867241,0.24016043543815613,0.17532137036323547,0.31008896231651306
2,0.08,True,False,2351,P08183,1,0.5882913165266106,0.24585818422796554,0.3666451871395111,0.8164907693862915,0.925296425819397
2,0.08,True,False,2351,Q12809,1,0.7777777777777777,0.36094543848022975,0.3666451871395111,0.3635733127593994,0.5315791368484497
2,0.08,True,False,2351,P54750,1,0.4373706004140785,0.38656947205654957,0.3666451871395111,0.340766042470932,0.3147083520889282
2,0.08,True,False,2858522,O75385,1,0.07407407407407396,0.15418599514026948,0.576386570930481,0.16298788785934448,0.25428277254104614
2,0.08,True,False,2858522,NP_002741,1,0.5,0.08548707753479125,0.576386570930481,0.34738513827323914,0.24628876149654388
2,0.08,True,False,2858522,Q96Q40,1,0.06666666666666665,0.11530815109343936,0.576386570930481,0.2912491261959076,0.2576976418495178
2,0.08,True,False,2858522,NP_001014833,1,0.3999999999999999,0.11243649215816214,0.576386570930481,0.2719375491142273,0.2561745345592499
2,0.08,True,False,2858522,CAI14764,1,0.30000000000000004,0.11707532582284073,0.576386570930481,0.5315244197845459,0.3698965311050415
2,0.08,True,False,11626560,P08183,1,0.2704859335038363,0.8411751711950519,0.0666421577334404,0.8164907693862915,0.5336869359016418
2,0.08,True,False,11626560,P08684,1,0.1758175980845622,0.2571239231278993,0.0666421577334404,0.9094113707542419,0.7062501311302185
2,0.08,True,False,11626560,Q9UM73,1,0.16650197628458496,0.8031809145129225,0.0666421577334404,0.5825861692428589,0.12546662986278534
2,0.08,True,False,2170,P35348,1,0.8145161290322579,0.48729843163242764,0.3320373296737671,0.4814714789390564,0.8722801208496094
2,0.08,True,False,2170,Q01959,1,0.6570866141732283,0.2966644576982549,0.3320373296737671,0.3004169762134552,0.666655957698822
2,0.08,True,False,2170,1QCY_A,1,0.7858974358974358,0.7227744643251601,0.3320373296737671,0.4231503903865814,0.5165491700172424
2,0.08,True,False,2170,P21728,1,0.7590909090909093,0.5498122376850011,0.3320373296737671,0.37430304288864136,0.6966568231582642
2,0.08,True,False,2170,ACA62796,1,0.8389867841409693,0.6461232604373758,0.3320373296737671,0.5074533820152283,0.680575430393219
2,0.08,True,False,2170,CAA97545,1,0.668181818181818,0.7855091672189087,0.3320373296737671,0.32560986280441284,0.4160667359828949
2,0.08,True,False,2170,P35462,1,0.6570175438596491,0.4424563728738679,0.3320373296737671,0.2661382853984833,0.7296246886253357
2,0.08,True,False,2170,P28335,1,0.7686046511627906,0.35630660481555115,0.3320373296737671,0.4014587700366974,0.7777649760246277
2,0.08,True,False,2170,O75884,1,0.4409090909090909,0.7563507841837862,0.3320373296737671,0.8912614583969116,0.8288514018058777
2,0.08,True,False,2170,AAG29538,1,0.6938596491228068,0.792356969295339,0.3320373296737671,0.3462548553943634,0.4935723841190338
2,0.08,True,False,2170,P28222,1,0.6635593220338984,0.4382593328915397,0.3320373296737671,0.33177709579467773,0.7767804861068726
2,0.08,True,False,2145,P33261,1,0.20836227253785244,0.349679699580296,0.17391878366470337,0.8701879382133484,0.9436085224151611
2,0.08,True,False,119607,BAC78638,1,0.2847274689692392,0.9039098740888005,0.18628321588039398,0.10323236137628555,0.12578396499156952
2,0.08,True,False,119607,P35354,1,0.6452205882352942,0.8937486193947427,0.18628321588039398,0.5251731276512146,0.3881406784057617
2,0.08,True,False,119607,1A42_A,1,0.23897058823529416,0.060525734481996905,0.18628321588039398,0.6998674273490906,0.32126227021217346
2,0.08,True,False,903,Q05DJ8,1,0.1777777777777778,0.20278330019880716,0.7099292874336243,0.17418882250785828,0.3248720169067383
2,0.08,True,False,903,P0AF67,1,0.15428571428571436,0.32538104705102716,0.7099292874336243,0.17255499958992004,0.22375206649303436
2,0.08,True,False,903,O95372,1,0.12374581939799345,0.21802518223989398,0.7099292874336243,0.12998971343040466,0.29153260588645935
2,0.08,True,False,903,P52209,1,0.1348314606741572,0.21714159487519327,0.7099292874336243,0.882672131061554,0.8835079669952393
2,0.08,True,False,5468,P08659,1,0.18777510469571407,0.8603931963772918,0.1933216005563736,0.11506452411413193,0.12647302448749542
2,0.08,True,False,1001,Q05DJ8,1,0.2611111111111111,0.35520212060967526,0.648245632648468,0.17418882250785828,0.5728620290756226
2,0.08,True,False,1001,O95372,1,0.2070791527313267,0.3152197923569693,0.648245632648468,0.12998971343040466,0.5057024359703064
2,0.08,True,False,1001,P78417,1,0.2550505050505052,0.30417495029821073,0.648245632648468,0.8042705059051514,0.9122578501701355
2,0.08,True,False,1001,Q15596,1,0.11217948717948724,0.5526838966202783,0.648245632648468,0.9427651166915894,0.937285840511322
2,0.08,True,False,3305,Q13332,1,0.5499677627337201,0.39319637729180473,0.1378069370985031,0.4924333989620209,0.6837595105171204
2,0.08,True,False,3385,P11172,1,0.4340909090909091,0.6869891760547824,0.31329625844955444,0.35388562083244324,0.6758520603179932
2,0.08,True,False,3385,Q12882,1,0.8090909090909091,0.8705544510713497,0.31329625844955444,0.40314340591430664,0.45886266231536865
2,0.08,True,False,3385,ABY84639,1,0.3895032802249296,0.8798321184007069,0.31329625844955444,0.07090091705322266,0.15572237968444824
2,0.08,True,False,3385,Q06203,1,0.3090909090909091,0.5438480229732715,0.31329625844955444,0.5957838296890259,0.675865650177002
2,0.08,True,False,3385,P0A8F0,1,0.3090909090909091,0.6757234371548487,0.31329625844955444,0.5327160358428955,0.38081952929496765
2,0.08,True,False,460612,ACA62796,1,0.5851406302948154,0.7802076430307047,0.21789099276065826,0.5074533820152283,0.5348729491233826
2,0.08,True,False,4649,P05164,1,0.3731683490719635,0.6136514247846255,0.17567478120326996,0.3146786391735077,0.4284383952617645
2,0.08,True,False,4649,Q9NZK7,1,0.3303303303303302,0.6428098078197482,0.17567478120326996,0.21540921926498413,0.5346061587333679
2,0.08,True,False,71771,P11712,1,0.17445799457994582,0.9299757013474708,0.21572157740592957,0.8745102286338806,0.9232261180877686
2,0.08,True,False,366,Q05DJ8,1,0.1777777777777778,0.1848906560636183,0.7761446833610535,0.17418882250785828,0.23112069070339203
2,0.08,True,False,366,AAB59829,1,0.2609819121447028,0.21117738016346366,0.7761446833610535,0.2676085829734802,0.387440949678421
2,0.08,True,False,366,O75884,1,0.09090909090909084,0.14026949414623371,0.7761446833610535,0.8912614583969116,0.903005838394165
2,0.08,True,False,5147,2O23_A,1,0.12027285250855435,0.9056770488182019,0.18411482870578766,0.10838887840509415,0.09929712861776352
2,0.08,True,False,3476,Q09428,1,0.20930979133226324,0.1365142478462558,0.09662468731403351,0.11296091973781586,0.1887626051902771
2,0.08,True,False,3476,P48048,1,0.16180124223602488,0.3499005964214712,0.09662468731403351,0.7013553380966187,0.35747241973876953
2,0.08,True,False,5983,P17787,1,0.2727272727272727,0.9008173183123481,0.17969690263271332,0.12502717971801758,0.26238375902175903
2,0.08,True,False,4212,Q05DJ8,1,0.5444444444444445,0.8363154406891982,0.3291233479976654,0.17418882250785828,0.17060674726963043
2,0.08,True,False,4212,AAN35928,1,0.5265993265993267,0.797437596642368,0.3291233479976654,0.1529214084148407,0.248472660779953
2,0.08,True,False,4212,P11388,1,0.5934707903780071,0.8626021647890435,0.3291233479976654,0.20220959186553955,0.4519937336444855
2,0.08,True,False,5770,2QQS_A,1,0.2877530364372469,0.802518223989397,0.21220313012599945,0.07873648405075073,0.08816403150558472
